ein,Org Name,label,clean,token
352282566,SPLENDOR OF TRUTH RADIO INC,0,splendor truth radio inc,splendor truth radio inc
30521755,THEATER WIT NFP,0,theater wit nfp,theater wit nfp
311487941,EMA FOUNDATION FOR PAPER BASED COMMUNICATIONS TECHNICAL RESEARCH,0,ema foundation paper based communications technical research,ema foundat paper base commun technic research
141499330,COHOES MULTI SERVICE SENIOR M COOLEY,0,cohoes multi service senior cooley,coho multi servic senior cooley
454441385,CHANGE 4 GEORGIA,0,change georgia,chang georgia
310925267,NATIONAL STUDENT EXCHANGE INC,0,national student exchange inc,nation student exchang inc
431809268,INTERNATIONAL SOCIETY FOR NEW INSTITUTIONAL ECONOMICS,0,international society new institutional economics,intern societi new institut econom
261885179,FOX LANE BASEBALL BOOSTERS CLUB,0,fox lane baseball boosters club,fox lane basebal booster club
331110300,CHATHAM ATHLETIC FOUNDATION INC,0,chatham athletic foundation inc,chatham athlet foundat inc
465570776,PHOENIX BRAZAS SOCCER CLUB,0,phoenix brazas soccer club,phoenix braza soccer club
750800653,HOWARD PAYNE UNIVERSITY,0,howard payne university,howard payn univers
261238820,NAIR SERVICE SOCIETY OF NORTH TEXAS,0,nair service society north texas,nair servic societi north texa
454182331,EAST HAMPTON YOUTH FOOTBALL AND CHEERLEADING ASSOCIATION INC,0,east hampton youth football cheerleading association inc,east hampton youth footbal cheerlead associ inc
131656636,AMERICAN IRISH HISTORICAL SOCIETY INC,0,american irish historical society inc,american irish histor societi inc
453932032,OUB COURT HOUSING COMPANY INC,0,oub court housing company inc,oub court hous compani inc
161499834,WESTCOTT COMMUNITY CENTER INC,0,westcott community center inc,westcott commun center inc
910922425,LOVE THY NEIGHBOR MINISTRIES,0,love thy neighbor ministries,love thi neighbor ministri
453819056,FRIENDS OF THE HERALDS NFP,0,friends heralds nfp,friend herald nfp
462375974,INTERNATIONAL MEDICAL PROFESSIONALS INITIATIVE INC,0,international medical professionals initiative inc,intern medic profession initi inc
464874151,LIFE LEARNING GLOBAL INC,0,life learning global inc,life learn global inc
621194296,CANDLELIGHTERS FAMILY SUPPORT GROUP,0,candlelighters family support group,candlelight famili support group
364604603,HEALING HOPE,0,healing hope,heal hope
232606163,NORTHCENTRAL PENNSYLVANIA CONSERVANCY,0,northcentral pennsylvania conservancy,northcentr pennsylvania conserv
237392114,CANTON COLLEGE FOUNDATION INC,0,canton college foundation inc,canton colleg foundat inc
751530340,NEW HORIZONS RANCH AND CENTER INC MICHAEL REDDEN,0,new horizons ranch center inc michael redden,new horizon ranch center inc michael redden
752778962,HELPING HANDS OF MIDLAND,0,helping hands midland,help hand midland
760392755,WASHINGTON COUNTY ADVISORY COUNCIL ON RECYCLING,0,washington county advisory council recycling,washington counti advisori council recycl
43278141,JEWISH COMMUNITY DAY SCHOOL INC,0,jewish community day school inc,jewish commun day school inc
270859660,WEST CENTRAL TEXAS REGIONAL FOUNDATION,0,west central texas regional foundation,west central texa region foundat
721618522,YORBA LINDA SUNRISE ROTARY CLUB FOUNDATION,0,yorba linda sunrise rotary club foundation,yorba linda sunris rotari club foundat
461025089,SEE MY ART,0,see art,see art
593178211,LITTLE LEAGUE BASEBALL INC 3090415 NORTH LAKELAND LL,0,little league baseball inc north lakeland,littl leagu basebal inc north lakeland
810507821,LIBERTY PLACE INC,0,liberty place inc,liberti place inc
680389088,STAGES FOLSOM DANCE ARTS AN UMBRELL ORG FOR BALLET FOLSOM IMPACT CONTEMPORARY DANCE CO AND SOUND OUT T,0,stages folsom dance arts umbrell org ballet folsom impact contemporary dance co sound,stage folsom danc art umbrel org ballet folsom impact contemporari danc co sound
471878928,QUINCY MAIN STREET INC,0,quincy main street inc,quinci main street inc
311430038,TRADITIONS AT STYGLER ROAD,0,traditions stygler road,tradit stygler road
263535873,HAWORTH HOME AND SCHOOL ASSOCIATION INC,0,haworth home school association inc,haworth home school associ inc
721531430,CROSS CREEK CHRISTIAN SCHOOL INC,0,cross creek christian school inc,cross creek christian school inc
571174378,VERMONT HEALTH SERVICE GROUP INC,0,vermont health service group inc,vermont health servic group inc
208138429,KIDMIA FOUNDATION,0,kidmia foundation,kidmia foundat
476572625,PHILOSOPHY OF THE EIGHT GUIDED PATHS SPIR GUID CTR CHAR TR LISA ESTEN TTEE,0,philosophy eight guided paths spir guid ctr char tr lisa esten ttee,philosophi eight guid path spir guid ctr char tr lisa esten ttee
263836465,DISTRICT COUNCILS COLLABORATIVE OF SAINT PAUL AND MINNEAPOLIS,0,district councils collaborative saint paul minneapolis,district council collabor saint paul minneapoli
133703959,LITTLE LEAGUE BASEBALL INC 2322311 DOWNTOWN MANHATTAN LL,0,little league baseball inc downtown manhattan,littl leagu basebal inc downtown manhattan
43055906,SAVE A PET SOCIETY INC,0,save pet society inc,save pet societi inc
411916086,CELESTIAL CHURCH OF CHRIST,0,celestial church christ,celesti church christ
472189942,HENRY WILLIAM DONNELLY MEMORIAL SCHOLARSHIP FUND INC,0,henry william donnelly memorial scholarship fund inc,henri william donnelli memori scholarship fund inc
113589771,LMC HEALTH SYSTEM INC,0,lmc health system inc,lmc health system inc
251826561,AMERICAN FRIENDS OF THE UNION OF PRO JEWS IN GER AUS SWISS,0,american friends union pro jews ger aus swiss,american friend union pro jew ger au swiss
60910765,THORNFIELD HALL INC,0,thornfield hall inc,thornfield hall inc
931056649,COMMITTED ALLIANCE TO STRAYS,0,committed alliance strays,commit allianc stray
753215103,WORLD HEALTH FOUNDATION,0,world health foundation,world health foundat
112561648,URBAN RESOURCE INSTITUTE,0,urban resource institute,urban resourc institut
311287785,CANCER SUPPORT COMMUNITY,0,cancer support community,cancer support commun
364681017,WEBSTER LIBRARY FOUNDATION INC,0,webster library foundation inc,webster librari foundat inc
421388957,FOUNDATION OF ST JOHNS UNITED METHODIST CHURCH OF DAVENPORT IOWA,0,foundation st johns united methodist church davenport iowa,foundat st john unit methodist church davenport iowa
770140647,CLARK PARENT CLUB,0,clark parent club,clark parent club
10543069,FIDDLEHEAD CENTER FOR THE ART,0,fiddlehead center art,fiddlehead center art
510260978,SANFORD HOME AND SCHOOL ASSOCIATION INC,0,sanford home school association inc,sanford home school associ inc
522094389,CRANBROOK HOMES INC,0,cranbrook homes inc,cranbrook home inc
462563332,WICKED GOOD CAUSE ORGANIZATION INC,0,wicked good cause organization inc,wick good caus organ inc
451496977,YES WE CARE RECOVERY INC,0,yes care recovery inc,ye care recoveri inc
800026851,PASSAIC VALLEY REGIONAL HIGH SCHOOL EDUCATION FOUNDATION INC,0,passaic valley regional high school education foundation inc,passaic valley region high school educ foundat inc
611674034,STORY PRESERVATION INITIATIVE,0,story preservation initiative,stori preserv initi
133570722,SCHOOL COMMUNITY COUNCIL PS3,0,school community council ps,school commun council ps
61488572,JUMOKE ACADEMY INC,0,jumoke academy inc,jumok academi inc
271611677,KIWANIS CLUB OF THE VALLEY FOUNDATION,0,kiwanis club valley foundation,kiwani club valley foundat
455350489,CIEN AGUAS EDUCATION FOUNDATION,0,cien aguas education foundation,cien agua educ foundat
20509978,KINGSWOOD YOUTH CENTER,0,kingswood youth center,kingswood youth center
580566143,BRENAU UNIVERSITY INC,0,brenau university inc,brenau univers inc
640682170,VICKSBURG SOCCER ORGANIZATION INC,0,vicksburg soccer organization inc,vicksburg soccer organ inc
261745449,OVERHOME ANIMAL RESCUE,0,overhome animal rescue,overhom anim rescu
432083726,UNITED STATES BOWLING CONGRESS INC 82175 GR DENVER USBC,0,united states bowling congress inc gr denver usbc,unit state bowl congress inc gr denver usbc
223408358,PTA NEW JERSEY CONGRESS OF PARENTS AND TEACHERS 32399 HARRISON TOWNSHIP PTA,0,pta new jersey congress parents teachers harrison township pta,pta new jersey congress parent teacher harrison township pta
470989235,DSC MINISTRIES INC,0,dsc ministries inc,dsc ministri inc
936031928,SALEM CLUB OF OPTIMIST INTERNATIONAL YOUTH FUND,0,salem club optimist international youth fund,salem club optimist intern youth fund
431154173,MIDWEST CENTER FOR THE LITERARY ARTS INC,0,midwest center literary arts inc,midwest center literari art inc
133625426,MANHATTAN COMMUNITY ACCESS CORPORAT ION MANHATTAN NEIGHBORHOOD NETWORK,0,manhattan community access corporat ion manhattan neighborhood network,manhattan commun access corporat ion manhattan neighborhood network
10565782,CHINA TRAINING NETWORK,0,china training network,china train network
581873933,NORTH CAROLINA OPTOMETRIC FOUNDATION,0,north carolina optometric foundation,north carolina optometr foundat
522216665,SOUTH ASIAN AMERICANS LEADING TOGETHER INC,0,south asian americans leading together inc,south asian american lead togeth inc
263965524,FATHER FLANAGANS BOYS HOME BOYS TOWN FLORIDA INC,0,father flanagans boys home boys town florida inc,father flanagan boy home boy town florida inc
860854641,ASI CHANDLER INC,0,asi chandler inc,asi chandler inc
462907729,LUCK2TUCK FOUNDATION,0,luck tuck foundation,luck tuck foundat
346003239,NORTHEAST OHIO 4 H CAMPS INC,0,northeast ohio h camps inc,northeast ohio h camp inc
10492643,MID COAST HUNGER PREVENTION PROGRAM INC,0,mid coast hunger prevention program inc,mid coast hunger prevent program inc
42642887,FAMILY HEALTH PRODUCTIONS INC,0,family health productions inc,famili health product inc
382067327,ADAPT INCORPORATED,0,adapt incorporated,adapt incorpor
680386518,THE CSU CHICO RESEARCH FOUNDATION,0,csu chico research foundation,csu chico research foundat
751721049,PEGASUS FOUNDATION DALLAS INSTITUTE OF HUMANITIES AND CULTURE CULTURE,0,pegasus foundation dallas institute humanities culture culture,pegasu foundat dalla institut human cultur cultur
911779425,HILLSBORO SCHOOLS FOUNDATION,0,hillsboro schools foundation,hillsboro school foundat
463320291,FRIENDS OF PINE HILL CEMETERY,0,friends pine hill cemetery,friend pine hill cemeteri
461689378,MINISTERIOS CRISTIANOS GUERREROS DE JEHOVA,0,ministerios cristianos guerreros de jehova,ministerio cristiano guerrero de jehova
571083411,FOUNDATION FOR A GREATER GREENWOOD COUNTY INC,0,foundation greater greenwood county inc,foundat greater greenwood counti inc
362536101,LAKEWOOD SHORES IMPROVEMENT ASSOCIATION,0,lakewood shores improvement association,lakewood shore improv associ
366009226,NATIONAL KIDNEY FOUNDATION INC,0,national kidney foundation inc,nation kidney foundat inc
800216061,LOTTS OF HOPE,0,lotts hope,lott hope
471391494,BELIEVE IN NEWARK FOUNDATION INC,0,believe newark foundation inc,believ newark foundat inc
260615175,FOUNDATION FOR EXCELLENCE INEDUCATION INC,0,foundation excellence ineducation inc,foundat excel ineduc inc
352377431,SCB INTERNATIONAL CHURCHX2,0,scb international churchx,scb intern churchx
251900793,THE HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY,0,harrisburg university science technology,harrisburg univers scienc technolog
800231277,ARCHITECTURE FOR CHARITY OF TEXAS,0,architecture charity texas,architectur chariti texa
260238373,INKY SANTAS TOY DRIVE INC,0,inky santas toy drive inc,inki santa toy drive inc
521354115,HOME EDUCATORS ASSOCIATION OF VIRGINIA,0,home educators association virginia,home educ associ virginia
203773988,JPW HELPING HANDS A NJ NONPROFIT CORPORATION,0,jpw helping hands nj nonprofit corporation,jpw help hand nj nonprofit corpor
561851101,CONFLICT RESOLUTION CENTER OF CAB CITY,0,conflict resolution center cab city,conflict resolut center cab citi
391758750,BLACK RIVER FOREST TRAIL FOUNDATION INC,0,black river forest trail foundation inc,black river forest trail foundat inc
452156120,PETALUMA ANIMAL SERVICES FOUNDATION,0,petaluma animal services foundation,petaluma anim servic foundat
581299008,INDEPENDENT MEDIA ARTISTS OF GA ETC INC IMAGE,0,independent media artists ga etc inc image,independ media artist ga etc inc imag
611670896,INTERNATIONAL CONGRESS OF CHURCHES AND MINISTERS COMMUNITY LIFE INC,0,international congress churches ministers community life inc,intern congress church minist commun life inc
941539901,FRIENDS OUTSIDE,0,friends outside,friend outsid
256041437,OAKLAND VOLUNTEER FIRE COMPANY,0,oakland volunteer fire company,oakland volunt fire compani
261827029,CREATING GREAT PLACES,0,creating great places,creat great place
820471021,ROMANIAN WORKERS FUND,0,romanian workers fund,romanian worker fund
134149613,WESTCHESTER ASSOCIATION OF ITALIAN AMERICAN WOMEN INC,0,westchester association italian american women inc,westchest associ italian american women inc
200298675,MAYA ASSISTANT LIVING INC,0,maya assistant living inc,maya assist live inc
942699870,MONTESSORI TEACHER EDUCATION CENTER SAN FRANCISCO BAY AREA,0,montessori teacher education center san francisco bay area,montessori teacher educ center san francisco bay area
202911916,LAXART,0,laxart,laxart
273459716,NATIONAL AIR SEA AND SPACE FOUNDATION INC,0,national air sea space foundation inc,nation air sea space foundat inc
920074478,SITKA HISTORICAL SOCIETY INC,0,sitka historical society inc,sitka histor societi inc
931087923,YAQUINA PACIFIC RAILROAD HISTORICAL SOCIETY,0,yaquina pacific railroad historical society,yaquina pacif railroad histor societi
133093526,SYLVAN WINDS INC,0,sylvan winds inc,sylvan wind inc
621714010,SOAR YOUTH MINISTRIES,0,soar youth ministries,soar youth ministri
61245514,ALLIANCE FOR LIVING INC SECAP,0,alliance living inc secap,allianc live inc secap
223598551,PLAYERS DEVELOPMENT ACADEMY CORP,0,players development academy corp,player develop academi corp
262847372,100 BLACK MEN OF SYRACUSE INC,0,black men syracuse inc,black men syracus inc
262403714,JAGUAR PRIDE ASSOCIATION,0,jaguar pride association,jaguar pride associ
591398265,FLORIDA WILDLIFE FEDERATION,0,florida wildlife federation,florida wildlif feder
16014288,KENNEBUNKPORT HISTORICAL SOCIETY,0,kennebunkport historical society,kennebunkport histor societi
731681090,RIVERBEND FOUNDATION,0,riverbend foundation,riverbend foundat
453956785,NEW FLORIDA MAJORITY EDUCATION FUND INC,0,new florida majority education fund inc,new florida major educ fund inc
320305997,THERESA GARCIA MINISTRY INC,0,theresa garcia ministry inc,theresa garcia ministri inc
710682049,OMEGA HOME INC,0,omega home inc,omega home inc
593504313,KINGDOM FELLOWSHIP INC,0,kingdom fellowship inc,kingdom fellowship inc
42477227,NEW ENGLAND COLLEGE OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE NECOEM,0,new england college occupational environmental medicine necoem,new england colleg occup environment medicin necoem
237057664,101 INC,0,inc,inc
900130944,NEW HAMPSHIRE CONGRESS OF PARENTS AND TEACHERS DOVER MIDDLE SCHOOL PTA,0,new hampshire congress parents teachers dover middle school pta,new hampshir congress parent teacher dover middl school pta
371730072,VIPERS BASEBALL CLUB INC,0,vipers baseball club inc,viper basebal club inc
111626409,EAGLE DOCK FOUNDATION INC,0,eagle dock foundation inc,eagl dock foundat inc
471569406,PLACE OF GRACE INC,0,place grace inc,place grace inc
320316241,EHS BASEBALL BOOSTER CLUB,0,ehs baseball booster club,eh basebal booster club
341262242,CHRISTIAN ACADEMY SCHOOLS S CINXWNR DOES,0,christian academy schools cinxwnr,christian academi school cinxwnr
462287422,CARRY ME PRODUCTIONS,0,carry productions,carri product
161543255,OPERATION PETS THE SPAY NEUTER CLINIC OF WESTERN NEW YORK INC,0,operation pets spay neuter clinic western new york inc,oper pet spay neuter clinic western new york inc
364395029,SOCKERS YOUTH FOUNDATION LTD,0,sockers youth foundation ltd,socker youth foundat ltd
272495822,VARICK CENTER FOR EMPOWERMENT INC,0,varick center empowerment inc,varick center empower inc
522117220,MOUNTAIN SCHOOL AT WINHALL INC,0,mountain school winhall inc,mountain school winhal inc
